year,month,department,buildingName,energyUsage,energyType
2015,May,Department of Human Services,GH - S. Clarion,15,natural gas
2015,June,Department of Human Services,GH - S. Clarion,6,natural gas
2014,July,Department of Human Services,GH - 887 S. Bellflower,9,natural gas
2014,August,Department of Human Services,GH - 887 S. Bellflower,8,natural gas
2014,September,Department of Human Services,GH - 887 S. Bellflower,6,natural gas
2014,October,Department of Human Services,GH - 887 S. Bellflower,13,natural gas
2014,November,Department of Human Services,GH - 887 S. Bellflower,41,natural gas
2014,December,Department of Human Services,GH - 887 S. Bellflower,54,natural gas
2015,January,Department of Human Services,GH - 887 S. Bellflower,36,natural gas
2015,February,Department of Human Services,GH - 887 S. Bellflower,41,natural gas
2015,March,Department of Human Services,GH - 887 S. Bellflower,17,natural gas
2015,April,Department of Human Services,GH - 887 S. Bellflower,14,natural gas
2015,May,Department of Human Services,GH - 887 S. Bellflower,11,natural gas
2015,June,Department of Human Services,GH - 887 S. Bellflower,4,natural gas
2014,July,Department of Human Services,GH - 895 S. Bellflower,5,natural gas
2014,August,Department of Human Services,GH - 895 S. Bellflower,4,natural gas
2014,September,Department of Human Services,GH - 895 S. Bellflower,8,natural gas
2014,October,Department of Human Services,GH - 895 S. Bellflower,17,natural gas
2014,November,Department of Human Services,GH - 895 S. Bellflower,50,natural gas
2014,December,Department of Human Services,GH - 895 S. Bellflower,61,natural gas
2015,January,Department of Human Services,GH - 895 S. Bellflower,41,natural gas
2015,February,Department of Human Services,GH - 895 S. Bellflower,45,natural gas
2015,March,Department of Human Services,GH - 895 S. Bellflower,20,natural gas
2015,April,Department of Human Services,GH - 895 S. Bellflower,18,natural gas
2015,May,Department of Human Services,GH - 895 S. Bellflower,14,natural gas
2015,June,Department of Human Services,GH - 895 S. Bellflower,5,natural gas
2014,July,Department of Human Services,Residential Support,72,natural gas
2014,August,Department of Human Services,Residential Support,84,natural gas
2014,September,Department of Human Services,Residential Support,105,natural gas
2014,October,Department of Human Services,Residential Support,174,natural gas
2014,November,Department of Human Services,Residential Support,367,natural gas
2014,December,Department of Human Services,Residential Support,402,natural gas
2015,January,Department of Human Services,Residential Support,348,natural gas
2015,February,Department of Human Services,Residential Support,323,natural gas
2015,March,Department of Human Services,Residential Support,229,natural gas
2015,April,Department of Human Services,Residential Support,213,natural gas
2015,May,Department of Human Services,Residential Support,226,natural gas
2015,June,Department of Human Services,Residential Support,67,natural gas
2014,July,Department of Human Services,Support Building,6,natural gas
2014,August,Department of Human Services,Support Building,12,natural gas
2014,September,Department of Human Services,Support Building,16,natural gas
2014,October,Department of Human Services,Support Building,41,natural gas
2014,November,Department of Human Services,Support Building,161,natural gas
2014,December,Department of Human Services,Support Building,215,natural gas
2015,January,Department of Human Services,Support Building,170,natural gas
2015,February,Department of Human Services,Support Building,178,natural gas
2015,March,Department of Human Services,Support Building,81,natural gas
2015,April,Department of Human Services,Support Building,73,natural gas
2015,May,Department of Human Services,Support Building,76,natural gas
2015,June,Department of Human Services,Support Building,30,natural gas
2014,July,Department of Human Services,Grand Mesa YSC,53,natural gas
2014,August,Department of Human Services,Grand Mesa YSC,60,natural gas
2014,September,Department of Human Services,Grand Mesa YSC,61,natural gas
2014,October,Department of Human Services,Grand Mesa YSC,70,natural gas
2014,November,Department of Human Services,Grand Mesa YSC,205,natural gas
2014,December,Department of Human Services,Grand Mesa YSC,276,natural gas
2015,January,Department of Human Services,Grand Mesa YSC,288,natural gas
2015,February,Department of Human Services,Grand Mesa YSC,177,natural gas
2015,March,Department of Human Services,Grand Mesa YSC,131,natural gas
2015,April,Department of Human Services,Grand Mesa YSC,122,natural gas
2015,May,Department of Human Services,Grand Mesa YSC,82,natural gas
2015,June,Department of Human Services,Grand Mesa YSC,59,natural gas
2014,July,Department of Human Services,Meyer Health Center,0,natural gas
2014,August,Department of Human Services,Meyer Health Center,1,natural gas
2014,September,Department of Human Services,Meyer Health Center,4,natural gas
2014,October,Department of Human Services,Meyer Health Center,13,natural gas
2014,November,Department of Human Services,Meyer Health Center,54,natural gas
2014,December,Department of Human Services,Meyer Health Center,81,natural gas
2015,January,Department of Human Services,Meyer Health Center,52,natural gas
2015,February,Department of Human Services,Meyer Health Center,49,natural gas
2015,March,Department of Human Services,Meyer Health Center,20,natural gas
2015,April,Department of Human Services,Meyer Health Center,19,natural gas
2015,May,Department of Human Services,Meyer Health Center,8,natural gas
2015,June,Department of Human Services,Meyer Health Center,0,natural gas
2014,July,Department of Human Services,Laundry/Housekeeping,32,natural gas
2014,August,Department of Human Services,Laundry/Housekeeping,38,natural gas
2014,September,Department of Human Services,Laundry/Housekeeping,50,natural gas
2014,October,Department of Human Services,Laundry/Housekeeping,83,natural gas
2014,November,Department of Human Services,Laundry/Housekeeping,265,natural gas
2014,December,Department of Human Services,Laundry/Housekeeping,338,natural gas
2015,January,Department of Human Services,Laundry/Housekeeping,200,natural gas
2015,February,Department of Human Services,Laundry/Housekeeping,157,natural gas
2015,March,Department of Human Services,Laundry/Housekeeping,58,natural gas
2015,April,Department of Human Services,Laundry/Housekeeping,76,natural gas
2015,May,Department of Human Services,Laundry/Housekeeping,46,natural gas
2015,June,Department of Human Services,Laundry/Housekeeping,32,natural gas
2014,July,Department of Human Services,WRCMAS Master,846,natural gas
2014,August,Department of Human Services,WRCMAS Master,1027,natural gas
2014,September,Department of Human Services,WRCMAS Master,1036,natural gas
2014,October,Department of Human Services,WRCMAS Master,1446,natural gas
2014,November,Department of Human Services,WRCMAS Master,2220,natural gas
2014,December,Department of Human Services,WRCMAS Master,2554,natural gas
2015,January,Department of Human Services,WRCMAS Master,2781,natural gas
2015,February,Department of Human Services,WRCMAS Master,1906,natural gas
2015,March,Department of Human Services,WRCMAS Master,1763,natural gas
2015,April,Department of Human Services,WRCMAS Master,1281,natural gas
2015,May,Department of Human Services,WRCMAS Master,690,natural gas
2015,June,Department of Human Services,WRCMAS Master,576,natural gas
2014,July,Department of Human Services,GH - B Road,3,natural gas
2014,August,Department of Human Services,GH - B Road,4,natural gas
2014,September,Department of Human Services,GH - B Road,6,natural gas
2014,October,Department of Human Services,GH - B Road,10,natural gas
2014,December,Department of Human Services,GH - B Road,40,natural gas
2015,January,Department of Human Services,GH - B Road,31,natural gas
2015,February,Department of Human Services,GH - B Road,25,natural gas
2015,March,Department of Human Services,GH - B Road,10,natural gas
2015,April,Department of Human Services,GH - B Road,8,natural gas
2015,May,Department of Human Services,GH - B Road,7,natural gas
2015,June,Department of Human Services,GH - B Road,4,natural gas
2014,July,Department of Human Services,GH - Cedar,8,natural gas
2014,August,Department of Human Services,GH - Cedar,9,natural gas
2014,September,Department of Human Services,GH - Cedar,12,natural gas
2014,October,Department of Human Services,GH - Cedar,22,natural gas
2014,November,Department of Human Services,GH - Cedar,40,natural gas
2014,December,Department of Human Services,GH - Cedar,55,natural gas
2015,January,Department of Human Services,GH - Cedar,36,natural gas
2015,February,Department of Human Services,GH - Cedar,32,natural gas
2015,March,Department of Human Services,GH - Cedar,19,natural gas
2015,April,Department of Human Services,GH - Cedar,18,natural gas
2015,May,Department of Human Services,GH - Cedar,15,natural gas
2015,June,Department of Human Services,GH - Cedar,9,natural gas
2014,July,Department of Human Services,GH - Desert,4,natural gas
2014,August,Department of Human Services,GH - Desert,5,natural gas
2014,September,Department of Human Services,GH - Desert,7,natural gas
2014,October,Department of Human Services,GH - Desert,14,natural gas
2014,November,Department of Human Services,GH - Desert,30,natural gas
2014,December,Department of Human Services,GH - Desert,46,natural gas
2015,January,Department of Human Services,GH - Desert,27,natural gas
2015,February,Department of Human Services,GH - Desert,28,natural gas
2015,March,Department of Human Services,GH - Desert,15,natural gas
2015,April,Department of Human Services,GH - Desert,17,natural gas
2015,May,Department of Human Services,GH - Desert,10,natural gas
2015,June,Department of Human Services,GH - Desert,5,natural gas
2014,July,Department of Human Services,GH - Eastbrook,5,natural gas
2014,August,Department of Human Services,GH - Eastbrook,4,natural gas
2014,September,Department of Human Services,GH - Eastbrook,5,natural gas
2014,October,Department of Human Services,GH - Eastbrook,11,natural gas
